h,O_L,O_m,O_k
65.65387453127006,0.5995176686500452,0.20031414086538513,0.10368525590792689
65.65211750320279,0.6042587387563535,0.20850686941596033,0.10368525590792689
65.65211750320279,0.6042587387563535,0.20850686941596033,0.10368525590792689
66.18340027000671,0.6042587387563535,0.20850686941596033,0.10368525590792689
66.18340027000671,0.6042587387563535,0.20850686941596033,0.10368525590792689
66.26776988668007,0.604426860507891,0.20850686941596033,0.10368525590792689
66.52301650066546,0.604426860507891,0.20850686941596033,0.10368525590792689
66.75251877846416,0.604426860507891,0.20850686941596033,0.10368525590792689
67.84700477750951,0.6040433879070155,0.20962222216196252,0.10368525590792689
67.84700477750951,0.6040433879070155,0.20962222216196252,0.10368525590792689
68.22884202808447,0.6040433879070155,0.20962222216196252,0.10368525590792689
68.12131055022488,0.6040433879070155,0.20736236902713512,0.10368525590792689
68.12131055022488,0.6040433879070155,0.20736236902713512,0.10368525590792689
68.12131055022488,0.6040433879070155,0.20736236902713512,0.10368525590792689
68.03020693750227,0.6075416008817872,0.21676341586243061,0.10368525590792689
68.03020693750227,0.6075416008817872,0.21676341586243061,0.10368525590792689
68.03020693750227,0.6075416008817872,0.21676341586243061,0.10368525590792689
69.02205098509442,0.6146613927834759,0.21676341586243061,0.10368525590792689
69.65270117107121,0.614311334727406,0.21676341586243061,0.11101511501734988
69.65270117107121,0.614311334727406,0.21676341586243061,0.11101511501734988
69.65270117107121,0.614311334727406,0.21676341586243061,0.11101511501734988
69.92244422731667,0.6109363087831486,0.22352472385728092,0.11657551951659602
69.92244422731667,0.6109363087831486,0.22352472385728092,0.11657551951659602
69.92244422731667,0.6109363087831486,0.22352472385728092,0.11657551951659602
70.90789657769392,0.6109363087831486,0.22352472385728092,0.11657551951659602
70.90789657769392,0.6109363087831486,0.22352472385728092,0.11657551951659602
70.97683975302246,0.6103372367603664,0.22352472385728092,0.11657551951659602
71.30099251479898,0.6103372367603664,0.228417314994805,0.118158719663867
71.30099251479898,0.6103372367603664,0.228417314994805,0.118158719663867
71.32789160614418,0.6103372367603664,0.228417314994805,0.118158719663867
71.32789160614418,0.6103372367603664,0.228417314994805,0.10949406404411371
71.32789160614418,0.6103372367603664,0.228417314994805,0.10949406404411371
